date,return_5d,return_10d,return_20d,dist_from_ma20,dist_from_ma50,volatility_10d,volume_ratio,consecutive_up
2021-09-29,-0.007787945455614453,-0.026878145610031212,-0.034808699859799064,-0.0203741140986742,-0.017734389142692004,0.010368334386688851,1.025874774524664,1
2021-09-30,-0.031680084598015856,-0.0372455809414215,-0.047111955437483255,-0.030027084367332,-0.029563388077795762,0.010781814026040467,1.6560919008070423,0
2021-10-01,-0.021783737888395938,-0.01622124133650027,-0.038745119885914336,-0.016554504072721726,-0.018038187975274168,0.011582514125128692,1.4492234230610583,1
2021-10-04,-0.031628376024496196,-0.012441209103293938,-0.05091093395331703,-0.026702870441116636,-0.03026759496872983,0.01108617239043177,1.3787839076604063,0
2021-10-05,-0.0014296424307095323,-0.001222485558926123,-0.037594798566212284,-0.014683380049743986,-0.019889006038104905,0.01167977322924306,0.9525533724533319,1
2021-10-06,0.0010358326201491685,-0.006760179843412151,-0.032416002817451384,-0.008945549566110968,-0.01569470605395081,0.01128448862024383,1.1528968148874708,2
2021-10-07,0.022183831083765204,-0.010199039159692558,-0.019855392587646015,0.000635902395574927,-0.007240085510398134,0.010891408614794928,0.7334309655034574,3
2021-10-08,0.008336496959255868,-0.0136288409938079,-0.013867840046606128,-0.00048698383522545946,-0.008988549917049142,0.010853943061682091,0.7608230236994024,0
2021-10-11,0.014114206795847073,-0.01796057866847567,-0.023506248165864663,-0.006536913510460319,-0.016055656357368962,0.011010315245781981,0.672020132181311,0
2021-10-12,0.0012006700605449172,-0.0002306888990284417,-0.020624808854725174,-0.007947179770221136,-0.018363368741471958,0.0089556746368775,0.7359537864380417,0
2021-10-13,0.0006436836110299549,0.0016801829796604384,-0.025243122833149556,-0.003092894923805612,-0.014628247097080547,0.00901560872742494,0.7567660059888778,1
2021-10-14,0.008753971332325916,0.03113199903743946,-0.007273111293999213,0.01405242154465117,0.0017232142881291315,0.009242760755209124,0.7312429181690546,2
2021-10-15,0.01829344198495919,0.026782442167696985,0.010126756373213697,0.021252129085849645,0.009099858830216665,0.008884082351010758,0.709097410865863,3
2021-10-18,0.028756308317441803,0.0432763875955664,0.03029676790496083,0.02273537864866843,0.011807383669873862,0.0070127140235921315,0.7051140523668444,4
2021-10-19,0.03925116767346193,0.04049896543587361,0.03922697047655066,0.02862481090431326,0.01915571873019725,0.006799501038773372,0.5467609276884451,5
2021-10-20,0.039593043050644816,0.040262212054597235,0.03322985241680243,0.030953097071893785,0.022643337423765127,0.006799296183929416,0.5949828850421426,6
2021-10-21,0.02506229073489763,0.034035656641839385,0.023489486487230815,0.032417594191525664,0.024790584851434434,0.006603797487084747,0.5064326934724578,7
2021-10-22,0.01626030526325284,0.03485120419920329,0.02074738168492174,0.03026770256686601,0.023292376076937255,0.006539352788600085,0.7229217019202756,0
2021-10-25,0.01869450279330409,0.047988395996911626,0.029165917966959443,0.03427493156784922,0.02826680489660596,0.005357748762608921,0.5610354435253542,1
2021-10-26,0.011805411875766225,0.05151995575021795,0.05127738176931951,0.0325987911644495,0.02870844621986671,0.00494746759477279,0.729450176365323,2
2021-10-27,0.003381889921703962,0.043108832285611465,0.044861445991551285,0.025760494801317292,0.023628393810017842,0.005788599431189792,0.9484076974757767,0
2021-10-28,0.010427748315780194,0.035751382310678315,0.06799639334780094,0.03225460157570394,0.03254852425759793,0.004313663920823473,0.7151588443206367,1
